Uri,94 ,2 ,92 ,22 ,70 ,119,2,117,26,91,9,0,9,1,8,94,2,92,21,71,16,0,16,4,12
Schwytz,271 ,2 ,269 ,70 ,199 ,329,2,327,76,251,22,0,22,5,17,258,1,257,61,196,49,1,48,10,38
Obwald,63 ,2 ,61 ,13 ,48 ,80,2,78,15,63,5,0,5,2,3,63,2,61,13,48,12,0,12,0,12
Nidwald,80 ,2 ,78 ,20 ,58 ,101,4,97,26,71,7,1,6,3,3,73,1,72,16,56,21,2,19,7,12
Zoug,276 ,3 ,273 ,59 ,214 ,317,4,313,67,246,30,1,29,8,21,260,2,258,53,205,27,1,26,6,20
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,869 ,7 ,862 ,231 ,631 ,1087,8,1079,238,841,135,0,135,50,85,778,7,771,174,597,174,1,173,14,159
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,17 473 ,257 ,17 216 ,3 859 ,13 357 ,21 648 ,269 ,21 379 ,4 129 ,17 250 ,2 362 ,69 ,2 293 ,723 ,1 570 ,15 595 ,171 ,15 424 ,3 013 ,12 411 ,3 691 ,29 ,3 662 ,393 ,3 269 
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,3 461 ,61 ,3 400 ,1 027 ,2 373 ,4 378 ,63 ,4 315 ,1 109 ,3 206 ,533 ,14 ,519 ,205 ,314 ,3 059 ,41 ,3 018 ,781 ,2 237 ,786 ,8 ,778 ,123 ,655 
Vaud,1 782 ,34 ,1 748 ,417 ,1 331 ,2 325 ,36 ,2 289 ,454 ,1 835 ,260 ,6 ,254 ,88 ,166 ,1 586 ,24 ,1 562 ,305 ,1 257 ,479 ,6 ,473 ,61 ,412 
Valais,498 ,17 ,481 ,248 ,233 ,618 ,17 ,601 ,275 ,326 ,76 ,5 ,71 ,39 ,32 ,424 ,11 ,413 ,198 ,215 ,118 ,1 ,117 ,38 ,79 
Genève,1 181 ,10 ,1 171 ,362 ,809 ,1 435 ,10 ,1 425 ,380 ,1 045 ,197 ,3 ,194 ,78 ,116 ,1 049 ,6 ,1 043 ,278 ,765 ,189 ,1 ,188 ,24 ,164 
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,4 020 ,54 ,3 966 ,793 ,3 173 ,5 077 ,61 ,5 016 ,861 ,4 155 ,466 ,11 ,455 ,122 ,333 ,3 718 ,38 ,3 680 ,651 ,3 029 ,893 ,12 ,881 ,88 ,793 
Berne,2 462 ,26 ,2 436 ,487 ,1 949 ,3 053 ,30 ,3 023 ,530 ,2 493 ,273 ,5 ,268 ,69 ,199 ,2 267 ,18 ,2 249 ,410 ,1 839 ,513 ,7 ,506 ,51 ,455 
Fribourg,543 ,11 ,532 ,136 ,396 ,759 ,11 ,748 ,147 ,601 ,70 ,2 ,68 ,20 ,48 ,534 ,8 ,526 ,108 ,418 ,155 ,1 ,154 ,19 ,135 
Soleure,620 ,10 ,610 ,91 ,519 ,784 ,13 ,771 ,96 ,675 ,59 ,3 ,56 ,13 ,43 ,579 ,6 ,573 ,75 ,498 ,146 ,4 ,142 ,8 ,134 
Neuchâtel,280 ,6 ,274 ,51 ,223 ,333 ,6 ,327 ,55 ,272 ,51 ,1 ,50 ,13 ,37 ,235 ,5 ,230 ,38 ,192 ,47 ,0 ,47 ,4 ,43 
Jura,115 ,1 ,114 ,28 ,86 ,148 ,1 ,147 ,33 ,114 ,13 ,0 ,13 ,7 ,6 ,103 ,1 ,102 ,20 ,82 ,32 ,0 ,32 ,6 ,26 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,1 987 ,25 ,1 962 ,458 ,1 504 ,2 460 ,25 ,2 435 ,482 ,1 953 ,294 ,8 ,286 ,92 ,194 ,1 744 ,16 ,1 728 ,356 ,1 372 ,422 ,1 ,421 ,34 ,387 
Bâle-Ville,327 ,2 ,325 ,80 ,245 ,399 ,2 ,397 ,82 ,315 ,77 ,2 ,75 ,21 ,54 ,239 ,0 ,239 ,58 ,181 ,83 ,0 ,83 ,3 ,80 
Bâle-Campagne,469 ,8 ,461 ,89 ,372 ,597 ,8 ,589 ,92 ,497 ,72 ,2 ,70 ,19 ,51 ,414 ,6 ,408 ,65 ,343 ,111 ,0 ,111 ,8 ,103 
Argovie,1 191 ,15 ,1 176 ,289 ,887 ,1 464 ,15 ,1 449 ,308 ,1 141 ,145 ,4 ,141 ,52 ,89 ,1 091 ,10 ,1 081 ,233 ,848 ,228 ,1 ,227 ,23 ,204 
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,2 835 ,33 ,2 802 ,585 ,2 217 ,3 289 ,34 ,3 255 ,611 ,2 644 ,433 ,11 ,422 ,128 ,294 ,2 349 ,21 ,2 328 ,422 ,1 906 ,507 ,2 ,505 ,61 ,444 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2 440 ,49 ,2 391 ,406 ,1 985 ,3 075 ,49 ,3 026 ,435 ,2 591 ,277 ,13 ,264 ,67 ,197 ,2 233 ,35 ,2 198 ,324 ,1 874 ,565 ,1 ,564 ,44 ,520 
Glaris,93 ,2 ,91 ,16 ,75 ,117 ,2 ,115 ,17 ,98 ,6 ,0 ,6 ,3 ,3 ,90 ,2 ,88 ,11 ,77 ,21 ,0 ,21 ,3 ,18 
Schaffhouse,148 ,2 ,146 ,25 ,121 ,183 ,2 ,181 ,25 ,156 ,21 ,1 ,20 ,6 ,14 ,133 ,1 ,132 ,16 ,116 ,29 ,0 ,29 ,3 ,26 
Appenzell Rh.-Ext.,85 ,1 ,84 ,18 ,66 ,103 ,1 ,102 ,18 ,84 ,12 ,0 ,12 ,3 ,9 ,73 ,1 ,72 ,15 ,57 ,18 ,0 ,18 ,0 ,18 
Appenzell Rh.-Int.,27 ,1 ,26 ,7 ,19 ,35 ,1 ,34 ,9 ,25 ,3 ,0 ,3 ,0 ,3 ,27 ,1 ,26 ,8 ,18 ,5 ,0 ,5 ,1 ,4 
Saint-Gall,980 ,23 ,957 ,194 ,763 ,1 231 ,23 ,1 208 ,208 ,1 000 ,127 ,6 ,121 ,35 ,86 ,870 ,16 ,854 ,158 ,696 ,234 ,1 ,233 ,15 ,218 
Grisons,498 ,12 ,486 ,68 ,418 ,658 ,12 ,646 ,74 ,572 ,42 ,3 ,39 ,5 ,34 ,461 ,9 ,452 ,55 ,397 ,155 ,0 ,155 ,14 ,141 
Thurgovie,609 ,8 ,601 ,78 ,523 ,748 ,8 ,740 ,84 ,656 ,66 ,3 ,63 ,15 ,48 ,579 ,5 ,574 ,61 ,513 ,103 ,0 ,103 ,8 ,95 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,1 776 ,22 ,1 754 ,353 ,1 401 ,2 205 ,24 ,2 181 ,380 ,1 801 ,238 ,10 ,228 ,62 ,166 ,1 630 ,10 ,1 620 ,292 ,1 328 ,337 ,4 ,333 ,26 ,307 
Lucerne,967 ,7 ,960 ,199 ,761 ,1 226 ,7 ,1 219 ,209 ,1 010 ,135 ,5 ,130 ,43 ,87 ,905 ,2 ,903 ,158 ,745 ,186 ,0 ,186 ,8 ,178 
Uri,123 ,5 ,118 ,21 ,97 ,157 ,5 ,152 ,24 ,128 ,9 ,1 ,8 ,2 ,6 ,122 ,3 ,119 ,20 ,99 ,26 ,1 ,25 ,2 ,23 
Schwytz,292 ,4 ,288 ,58 ,230 ,346 ,4 ,342 ,64 ,278 ,43 ,3 ,40 ,9 ,31 ,240 ,0 ,240 ,48 ,192 ,63 ,1 ,62 ,7 ,55 
Obwald,58 ,2 ,56 ,9 ,47 ,82 ,4 ,78 ,11 ,67 ,8 ,0 ,8 ,2 ,6 ,60 ,2 ,58 ,7 ,51 ,14 ,2 ,12 ,2 ,10 
Nidwald,82 ,3 ,79 ,12 ,67 ,96 ,3 ,93 ,12 ,81 ,9 ,1 ,8 ,0 ,8 ,78 ,2 ,76 ,12 ,64 ,9 ,0 ,9 ,0 ,9 
Zoug,254 ,1 ,253 ,54 ,199 ,298 ,1 ,297 ,60 ,237 ,34 ,0 ,34 ,6 ,28 ,225 ,1 ,224 ,47 ,177 ,39 ,0 ,39 ,7 ,32 
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,954 ,13 ,941 ,237 ,704 ,1 164 ,13 ,1 151 ,251 ,900 ,121 ,2 ,119 ,47 ,72 ,862 ,10 ,852 ,187 ,665 ,181 ,1 ,180 ,17 ,163 
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,18 148 ,301 ,17 847 ,3 867 ,13 980 ,22 557 ,339 ,22 218 ,4 202 ,18 016 ,2 382 ,75 ,2 307 ,691 ,1 616 ,16 272 ,210 ,16 062 ,3 087 ,12 975 ,3 903 ,54 ,3 849 ,424 ,3 425 
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,3 336 ,63 ,3 273 ,898 ,2 375 ,4 242 ,94 ,4 148 ,991 ,3 157 ,515 ,13 ,502 ,160 ,342 ,2 938 ,49 ,2 889 ,715 ,2 174 ,789 ,32 ,757 ,116 ,641 
Vaud,1 758 ,30 ,1 728 ,300 ,1 428 ,2 259 ,32 ,2 227 ,326 ,1 901 ,261 ,5 ,256 ,62 ,194 ,1 555 ,25 ,1 530 ,228 ,1 302 ,443 ,2 ,441 ,36 ,405 
Valais,555 ,21 ,534 ,275 ,259 ,736 ,49 ,687 ,326 ,361 ,75 ,5 ,70 ,34 ,36 ,491 ,16 ,475 ,231 ,244 ,170 ,28 ,142 ,61 ,81 
Genève,1 023 ,12 ,1 011 ,323 ,688 ,1 247 ,13 ,1 234 ,339 ,895 ,179 ,3 ,176 ,64 ,112 ,892 ,8 ,884 ,256 ,628 ,176 ,2 ,174 ,19 ,155 
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,4 243 ,58 ,4 185 ,807 ,3 378 ,5 306 ,62 ,5 244 ,886 ,4 358 ,509 ,15 ,494 ,149 ,345 ,3 864 ,40 ,3 824 ,644 ,3 180 ,933 ,7 ,926 ,93 ,833 
Berne,2 596 ,37 ,2 559 ,471 ,2 088 ,3 167 ,37 ,3 130 ,519 ,2 611 ,288 ,13 ,275 ,77 ,198 ,2 356 ,20 ,2 336 ,389 ,1 947 ,523 ,4 ,519 ,53 ,466 
Fribourg,525 ,9 ,516 ,123 ,393 ,690 ,12 ,678 ,138 ,540 ,91 ,0 ,91 ,37 ,54 ,472 ,9 ,463 ,86 ,377 ,127 ,3 ,124 ,15 ,109 
Soleure,679 ,3 ,676 ,115 ,561 ,877 ,3 ,874 ,120 ,754 ,60 ,1 ,59 ,13 ,46 ,651 ,2 ,649 ,97 ,552 ,166 ,0 ,166 ,10 ,156 
Neuchâtel,296 ,5 ,291 ,59 ,232 ,385 ,6 ,379 ,67 ,312 ,50 ,1 ,49 ,12 ,37 ,249 ,5 ,244 ,44 ,200 ,86 ,0 ,86 ,11 ,75 
Jura,147 ,4 ,143 ,39 ,104 ,187 ,4 ,183 ,42 ,141 ,20 ,0 ,20 ,10 ,10 ,136 ,4 ,132 ,28 ,104 ,31 ,0 ,31 ,4 ,27 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,1 988 ,39 ,1 949 ,448 ,1 501 ,2 465 ,40 ,2 425 ,471 ,1 954 ,246 ,16 ,230 ,73 ,157 ,1 825 ,21 ,1 804 ,361 ,1 443 ,394 ,3 ,391 ,37 ,354 
Bâle-Ville,256 ,5 ,251 ,77 ,174 ,307 ,5 ,302 ,81 ,221 ,64 ,1 ,63 ,27 ,36 ,187 ,3 ,184 ,51 ,133 ,56 ,1 ,55 ,3 ,52 
Bâle-Campagne,482 ,14 ,468 ,89 ,379 ,600 ,14 ,586 ,96 ,490 ,74 ,4 ,70 ,17 ,53 ,433 ,8 ,425 ,71 ,354 ,93 ,2 ,91 ,8 ,83 
Argovie,1 250 ,20 ,1 230 ,282 ,948 ,1 558 ,21 ,1 537 ,294 ,1 243 ,108 ,11 ,97 ,29 ,68 ,1 205 ,10 ,1 195 ,239 ,956 ,245 ,0 ,245 ,26 ,219 
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,2 940 ,37 ,2 903 ,577 ,2 326 ,3 427 ,38 ,3 389 ,617 ,2 772 ,474 ,9 ,465 ,130 ,335 ,2 386 ,26 ,2 360 ,430 ,1 930 ,567 ,3 ,564 ,57 ,507 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2 701 ,53 ,2 648 ,480 ,2 168 ,3 420 ,54 ,3 366 ,522 ,2 844 ,313 ,11 ,302 ,79 ,223 ,2 485 ,39 ,2 446 ,392 ,2 054 ,622 ,4 ,618 ,51 ,567 
Glaris,81 ,2 ,79 ,17 ,62 ,113 ,2 ,111 ,24 ,87 ,7 ,0 ,7 ,2 ,5 ,74 ,2 ,72 ,15 ,57 ,32 ,0 ,32 ,7 ,25 
Schaffhouse,168 ,4 ,164 ,38 ,126 ,192 ,4 ,188 ,38 ,150 ,31 ,0 ,31 ,8 ,23 ,138 ,4 ,134 ,29 ,105 ,23 ,0 ,23 ,1 ,22 
Appenzell Rh.-Ext.,106 ,3 ,103 ,15 ,88 ,122 ,3 ,119 ,16 ,103 ,8 ,1 ,7 ,2 ,5 ,100 ,2 ,98 ,13 ,85 ,14 ,0 ,14 ,1 ,13 
Appenzell Rh.-Int.,20 ,0 ,20 ,4 ,16 ,24 ,0 ,24 ,5 ,19 ,1 ,0 ,1 ,0 ,1 ,19 ,0 ,19 ,4 ,15 ,4 ,0 ,4 ,1 ,3 
Saint-Gall,1 210 ,16 ,1 194 ,257 ,937 ,1 513 ,16 ,1 497 ,272 ,1 225 ,162 ,6 ,156 ,45 ,111 ,1 096 ,9 ,1 087 ,204 ,883 ,255 ,1 ,254 ,23 ,231 
Grisons,500 ,17 ,483 ,67 ,416 ,664 ,18 ,646 ,78 ,568 ,52 ,2 ,50 ,11 ,39 ,463 ,13 ,450 ,57 ,393 ,149 ,3 ,146 ,10 ,136 
Thurgovie,616 ,11 ,605 ,82 ,523 ,792 ,11 ,781 ,89 ,692 ,52 ,2 ,50 ,11 ,39 ,595 ,9 ,586 ,70 ,516 ,145 ,0 ,145 ,8 ,137 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,1 890 ,35 ,1 855 ,386 ,1 469 ,2 391 ,35 ,2 356 ,425 ,1 931 ,207 ,7 ,200 ,59 ,141 ,1 793 ,24 ,1 769 ,322 ,1 447 ,391 ,4 ,387 ,44 ,343 
Lucerne,1 031 ,11 ,1 020 ,197 ,823 ,1 350 ,11 ,1 339 ,217 ,1 122 ,110 ,2 ,108 ,33 ,75 ,993 ,7 ,986 ,155 ,831 ,247 ,2 ,245 ,29 ,216 
Uri,106 ,9 ,97 ,29 ,68 ,125 ,9 ,116 ,30 ,86 ,9 ,1 ,8 ,1 ,7 ,103 ,7 ,96 ,25 ,71 ,13 ,1 ,12 ,4 ,8 
Schwytz,315 ,8 ,307 ,60 ,247 ,382 ,8 ,374 ,66 ,308 ,39 ,2 ,37 ,9 ,28 ,286 ,5 ,281 ,52 ,229 ,57 ,1 ,56 ,5 ,51 
Obwald,80 ,1 ,79 ,14 ,65 ,96 ,1 ,95 ,15 ,80 ,12 ,0 ,12 ,2 ,10 ,75 ,1 ,74 ,13 ,61 ,9 ,0 ,9 ,0 ,9 
Nidwald,79 ,2 ,77 ,16 ,61 ,88 ,2 ,86 ,17 ,69 ,7 ,1 ,6 ,1 ,5 ,70 ,1 ,69 ,16 ,53 ,11 ,0 ,11 ,0 ,11 
Zoug,279 ,4 ,275 ,70 ,205 ,350 ,4 ,346 ,80 ,266 ,30 ,1 ,29 ,13 ,16 ,266 ,3 ,263 ,61 ,202 ,54 ,0 ,54 ,6 ,48 
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1 050 ,16 ,1 034 ,271 ,763 ,1 306 ,16 ,1 290 ,290 ,1 000 ,118 ,4 ,114 ,41 ,73 ,981 ,11 ,970 ,223 ,747 ,207 ,1 ,206 ,26 ,180 
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,18 990 ,312 ,18 678 ,4 110 ,14 568 ,23 562 ,320 ,23 242 ,4 437 ,18 805 ,2 447 ,69 ,2 378 ,687 ,1 691 ,17 111 ,216 ,16 895 ,3 278 ,13 617 ,4 004 ,35 ,3 969 ,472 ,3 497 
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,3 285 ,62 ,3 223 ,872 ,2 351 ,4 080 ,62 ,4 018 ,950 ,3 068 ,480 ,13 ,467 ,144 ,323 ,2 930 ,45 ,2 885 ,687 ,2 198 ,670 ,4 ,666 ,119 ,547 
Vaud,1 802 ,31 ,1 771 ,308 ,1 463 ,2 302 ,31 ,2 271 ,339 ,1 932 ,254 ,7 ,247 ,50 ,197 ,1 626 ,22 ,1 604 ,237 ,1 367 ,422 ,2 ,420 ,52 ,368 
Valais,565 ,16 ,549 ,293 ,256 ,706 ,16 ,690 ,327 ,363 ,87 ,4 ,83 ,46 ,37 ,482 ,10 ,472 ,230 ,242 ,137 ,2 ,135 ,51 ,84 
Genève,918 ,15 ,903 ,271 ,632 ,1 072 ,15 ,1 057 ,284 ,773 ,139 ,2 ,137 ,48 ,89 ,822 ,13 ,809 ,220 ,589 ,111 ,0 ,111 ,16 ,95 
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,4 482 ,99 ,4 383 ,885 ,3 498 ,5 600 ,100 ,5 500 ,957 ,4 543 ,512 ,20 ,492 ,118 ,374 ,4 120 ,73 ,4 047 ,747 ,3 300 ,968 ,7 ,961 ,92 ,869 
Berne,2 630 ,61 ,2 569 ,530 ,2 039 ,3 262 ,62 ,3 200 ,575 ,2 625 ,284 ,16 ,268 ,73 ,195 ,2 412 ,40 ,2 372 ,444 ,1 928 ,566 ,6 ,560 ,58 ,502 
Fribourg,605 ,17 ,588 ,128 ,460 ,794 ,17 ,777 ,135 ,642 ,75 ,3 ,72 ,14 ,58 ,588 ,14 ,574 ,109 ,465 ,131 ,0 ,131 ,12 ,119 
Soleure,788 ,7 ,781 ,121 ,660 ,989 ,7 ,982 ,128 ,854 ,84 ,0 ,84 ,15 ,69 ,716 ,7 ,709 ,104 ,605 ,189 ,0 ,189 ,9 ,180 
Neuchâtel,310 ,11 ,299 ,66 ,233 ,368 ,11 ,357 ,71 ,286 ,56 ,1 ,55 ,14 ,41 ,260 ,9 ,251 ,51 ,200 ,52 ,1 ,51 ,6 ,45 
Jura,149 ,3 ,146 ,40 ,106 ,187 ,3 ,184 ,48 ,136 ,13 ,0 ,13 ,2 ,11 ,144 ,3 ,141 ,39 ,102 ,30 ,0 ,30 ,7 ,23 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2 219 ,30 ,2 189 ,494 ,1 695 ,2 750 ,30 ,2 720 ,519 ,2 201 ,291 ,8 ,283 ,94 ,189 ,2 005 ,19 ,1 986 ,393 ,1 593 ,454 ,3 ,451 ,32 ,419 
Bâle-Ville,317 ,3 ,314 ,86 ,228 ,391 ,3 ,388 ,90 ,298 ,77 ,2 ,75 ,32 ,43 ,247 ,1 ,246 ,54 ,192 ,67 ,0 ,67 ,4 ,63 
Bâle-Campagne,544 ,13 ,531 ,117 ,414 ,700 ,13 ,687 ,130 ,557 ,68 ,2 ,66 ,26 ,40 ,504 ,9 ,495 ,92 ,403 ,128 ,2 ,126 ,12 ,114 
Argovie,1 358 ,14 ,1 344 ,291 ,1 053 ,1 659 ,14 ,1 645 ,299 ,1 346 ,146 ,4 ,142 ,36 ,106 ,1 254 ,9 ,1 245 ,247 ,998 ,259 ,1 ,258 ,16 ,242 
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3 012 ,35 ,2 977 ,585 ,2 392 ,3 597 ,36 ,3 561 ,628 ,2 933 ,472 ,10 ,462 ,128 ,334 ,2 491 ,19 ,2 472 ,422 ,2 050 ,634 ,7 ,627 ,78 ,549 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2 845 ,48 ,2 797 ,512 ,2 285 ,3 607 ,51 ,3 556 ,562 ,2 994 ,331 ,8 ,323 ,80 ,243 ,2 624 ,37 ,2 587 ,404 ,2 183 ,652 ,6 ,646 ,78 ,568 
Glaris,86 ,1 ,85 ,14 ,71 ,97 ,1 ,96 ,14 ,82 ,10 ,1 ,9 ,2 ,7 ,70 ,0 ,70 ,12 ,58 ,17 ,0 ,17 ,0 ,17 
Schaffhouse,147 ,0 ,147 ,38 ,109 ,180 ,0 ,180 ,42 ,138 ,27 ,0 ,27 ,4 ,23 ,128 ,0 ,128 ,32 ,96 ,25 ,0 ,25 ,6 ,19 
Appenzell Rh.-Ext.,124 ,0 ,124 ,37 ,87 ,142 ,0 ,142 ,40 ,102 ,21 ,0 ,21 ,9 ,12 ,102 ,0 ,102 ,28 ,74 ,19 ,0 ,19 ,3 ,16 
Appenzell Rh.-Int.,44 ,0 ,44 ,9 ,35 ,49 ,0 ,49 ,9 ,40 ,4 ,0 ,4 ,1 ,3 ,40 ,0 ,40 ,8 ,32 ,5 ,0 ,5 ,0 ,5 
Saint-Gall,1 252 ,18 ,1 234 ,252 ,982 ,1 587 ,19 ,1 568 ,272 ,1 296 ,162 ,4 ,158 ,48 ,110 ,1 142 ,13 ,1 129 ,189 ,940 ,283 ,2 ,281 ,35 ,246 
Grisons,526 ,17 ,509 ,73 ,436 ,709 ,18 ,691 ,83 ,608 ,45 ,1 ,44 ,8 ,36 ,497 ,15 ,482 ,59 ,423 ,167 ,2 ,165 ,16 ,149 
Thurgovie,666 ,12 ,654 ,89 ,565 ,843 ,13 ,830 ,102 ,728 ,62 ,2 ,60 ,8 ,52 ,645 ,9 ,636 ,76 ,560 ,136 ,2 ,134 ,18 ,116 
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2 019 ,25 ,1 994 ,452 ,1 542 ,2 509 ,27 ,2 482 ,494 ,1 988 ,229 ,6 ,223 ,71 ,152 ,1 891 ,16 ,1 875 ,373 ,1 502 ,389 ,5 ,384 ,50 ,334 
Lucerne,1 107 ,12 ,1 095 ,222 ,873 ,1 428 ,13 ,1 415 ,235 ,1 180 ,137 ,5 ,132 ,37 ,95 ,1 051 ,6 ,1 045 ,176 ,869 ,240 ,2 ,238 ,22 ,216 
Uri,105 ,1 ,104 ,34 ,70 ,130 ,1 ,129 ,41 ,88 ,7 ,0 ,7 ,0 ,7 ,101 ,1 ,100 ,33 ,67 ,22 ,0 ,22 ,8 ,14 
Schwytz,328 ,6 ,322 ,65 ,257 ,400 ,6 ,394 ,74 ,320 ,29 ,1 ,28 ,14 ,14 ,312 ,4 ,308 ,50 ,258 ,59 ,1 ,58 ,10 ,48 
Obwald,83 ,2 ,81 ,20 ,61 ,100 ,3 ,97 ,20 ,77 ,10 ,0 ,10 ,2 ,8 ,75 ,3 ,72 ,17 ,55 ,15 ,0 ,15 ,1 ,14 
Nidwald,82 ,0 ,82 ,18 ,64 ,91 ,0 ,91 ,18 ,73 ,11 ,0 ,11 ,6 ,5 ,73 ,0 ,73 ,12 ,61 ,7 ,0 ,7 ,0 ,7 
Zoug,314 ,4 ,310 ,93 ,217 ,360 ,4 ,356 ,106 ,250 ,35 ,0 ,35 ,12 ,23 ,279 ,2 ,277 ,85 ,192 ,46 ,2 ,44 ,9 ,35 
,,,,,,,,,,,,,,,,,,,,,,,,,
